"metric","Country.Name","Country.Code","value"
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Timor-Leste","TLS",139.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Togo","TGO",249.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Tonga","TON",73.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Trinidad and Tobago","TTO",38.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Tunisia","TUN",56.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Turkey","TUR",46.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Turkmenistan","TKM",79.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Turks and Caicos Islands","TCA",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Tuvalu","TUV",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Uganda","UGA",155.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Ukraine","UKR",70.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","United Arab Emirates","ARE",54.7
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","United Kingdom","GBR",13.8
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","United States","USA",13.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Uruguay","URY",17.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Uzbekistan","UZB",81.1
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Vanuatu","VUT",135.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Venezuela, RB","VEN",34.6
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Vietnam","VNM",64.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Virgin Islands (U.S.)","VIR",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","West Bank and Gaza","PSE",NA
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Yemen, Rep.","YEM",194.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Zambia","ZMB",127.2
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Zimbabwe","ZWE",133
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Afghanistan","AFG",1.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Albania","ALB",0.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Algeria","DZA",0.8
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","American Samoa","ASM",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Andorra","AND",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Angola","AGO",2.7
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Antigua and Barbuda","ATG",0.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Argentina","ARG",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Armenia","ARM",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Aruba","ABW",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Australia","AUS",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Austria","AUT",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Azerbaijan","AZE",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bahamas, The","BHS",0.1
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bahrain","BHR",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bangladesh","BGD",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Barbados","BRB",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Belarus","BLR",2.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Belgium","BEL",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Belize","BLZ",0.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Benin","BEN",3.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bermuda","BMU",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bhutan","BTN",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bolivia","BOL",2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bosnia and Herzegovina","BIH",0.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Botswana","BWA",1.1
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Brazil","BRA",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","British Virgin Islands","VGB",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Brunei Darussalam","BRN",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Bulgaria","BGR",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Burkina Faso","BFA",3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Burundi","BDI",5.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cabo Verde","CPV",0.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cambodia","KHM",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cameroon","CMR",3.1
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Canada","CAN",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cayman Islands","CYM",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Central African Republic","CAF",3.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Chad","TCD",3.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Channel Islands","CHI",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Chile","CHL",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","China","CHN",1.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Colombia","COL",0.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Comoros","COM",2.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Congo, Dem. Rep.","COD",3.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Congo, Rep.","COG",1.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Costa Rica","CRI",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cote d'Ivoire","CIV",3.9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Croatia","HRV",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cuba","CUB",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Curacao","CUW",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Cyprus","CYP",0.1
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Czech Republic","CZE",0.3
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Denmark","DNK",0.1
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Djibouti","DJI",2.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Dominica","DMA",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Dominican Republic","DOM",0.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Ecuador","ECU",0.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Egypt, Arab Rep.","EGY",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","El Salvador","SLV",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Equatorial Guinea","GNQ",1.9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Eritrea","ERI",4.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Estonia","EST",0.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Ethiopia","ETH",2.9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Faroe Islands","FRO",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Fiji","FJI",0.4
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Finland","FIN",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","France","FRA",0.5
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","French Polynesia","PYF",NA
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Gabon","GAB",0.9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Gambia, The","GMB",1.9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Georgia","GEO",0.8
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Germany","DEU",0.2
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Ghana","GHA",1.7
"Mortality rate attributed to unintentional poisoning (per 100,000 population)","Gibraltar","GIB",NA
