,countries,rmse,total_error
0,United Kingdom,61780.54007674047,1453964.873427415
1,Italy,42.272042137897195,-1515.6704856870529
2,Germany,4405.635191941897,91227.2263263405
3,Spain,6105.659201252321,153262.34279946995
4,US,1022.777368548424,-41299.9848595996
5,France,485.1891199246703,-14190.980165816392
6,Belgium,1117.7230683073178,27940.187091908458
7,"Korea, South",2.3928474336169314,-38.44688302312082
8,Brazil,279.66785569763186,-9339.651004622654
9,Iran,54.33447304929217,513.1818646963793
10,Netherlands,168.67663357667246,4432.323860707737
11,Canada,121.74000451315422,-4504.905692809299
12,Turkey,58.00170773593772,-2214.451967897762
13,Romania,16.35846217159343,-646.1041310454061
14,Portugal,6.6746174593059475,-173.51075752171334
15,Sweden,70.65589894083699,-2812.7744603034025
16,Switzerland,18.747118835580604,-315.0963211780054
17,Ireland,33.04084167554399,333.35697025336185
18,Hungary,8.968173089800425,-347.33986991112397
19,Denmark,7.588963786665618,-282.6460476626348
20,Austria,85.71569331182478,2695.7183979986567
21,Mexico,89.4969822190069,-2962.8776344663056
22,India,56.309864861140134,-1922.0508714593923
23,Ecuador,53.45643888847822,-1627.113558816871
24,Russia,40.7472520209482,-1346.304524204569
25,Peru,48.87782001269454,-1639.306161708587
26,Indonesia,18.10053131744092,-704.2826359459173
27,Poland,17.04369078498619,-667.225686698019
28,Philippines,10.818634437656096,-419.32191046573513
29,Japan,14.272034621777253,-521.2459871279963
30,Pakistan,16.467947255612664,-562.4445067185325
