,countries,rmse,total_error
0,United Kingdom,147.88108189143762,-2568.5599906528078
1,Italy,15.57089008287655,-152.67303225568867
2,Germany,55.83762716327588,-923.8375776436542
3,Spain,35.555646941008504,-540.0528726911652
4,US,174.42347347887656,-2086.102428048267
5,France,229.31322342213625,-233.15930114508956
6,Belgium,610.231724814719,13768.802542666768
7,"Korea, South",1.4727135221998529,19.427866380668206
8,Brazil,299.33722540835953,-7048.700566157074
9,Iran,26.659473825110805,-629.336770333296
10,Netherlands,44.72689304569847,-1154.4260149951429
11,Canada,87.36374957558697,-2335.5433824816864
12,Turkey,9.899339677623129,10.667699775672645
13,Romania,5.356397359312989,-40.995400297324636
14,Portugal,7.713629195324779,-130.78472521575713
15,Sweden,65.27366095941422,-1735.83766315883
16,Switzerland,4.975274126354777,-26.92564082567708
17,Ireland,35.9717855832561,-871.3363627806841
18,Hungary,3.6639728213497147,-65.6642466785618
19,Denmark,3.957610174781851,-102.64308623898853
20,Austria,5.158367626657261,-19.046305084229687
21,Mexico,84.87961731197781,-2039.2005979942091
22,India,331.76405355350846,5571.180474903997
23,Ecuador,51.95824719918105,-894.1695280534846
24,Russia,35.138761349959495,316.5574301035608
25,Peru,40.412989779488065,-992.5485948337403
26,Indonesia,33.39738819302583,638.5491349996032
27,Poland,6.5025544688006365,-133.10402789410205
28,Philippines,256.4690255649583,5290.087456189681
29,Japan,17.319556667259825,-463.907767191275
30,Pakistan,12.950190773505515,-310.0757248016397
