,countries,rmse,total_error
0,United Kingdom,152.40166038514434,-1635.7155492917082
1,Italy,388.25756470964694,9226.06490548041
2,Germany,68.0781114872756,-372.8076156063398
3,Spain,135.2400873031238,3585.356856787026
4,US,565.3295743049487,-14485.714590591153
5,France,655.487956246364,11661.289356587482
6,Belgium,961.4933998285394,21140.163303009984
7,"Korea, South",3.5053127717520134,88.51540426895151
8,Brazil,194.9729593757963,-4797.864533919372
9,Iran,32.37373032591215,-829.8046882542335
10,Netherlands,34.241228953618126,-866.1352844782866
11,Canada,60.18585022736439,-1055.7659092300873
12,Turkey,16.87582005805513,-113.54821709699854
13,Romania,5.730213543769116,-51.476463359682725
14,Portugal,49.70620155746719,1055.0542734334813
15,Sweden,44.37193004551881,-1177.2389278918477
16,Switzerland,19.435657008197207,307.56584546633724
17,Ireland,36.225801780029265,-879.668085694139
18,Hungary,9.094497442645551,153.0039677633444
19,Denmark,1.9857893631274897,-26.489471505846012
20,Austria,5.52774339054404,-12.532370218234462
21,Mexico,95.17987264358763,-2314.4190932169595
22,India,354.8718244474722,6034.64783756494
23,Ecuador,26.48229754169097,-46.35091649693368
24,Russia,45.301111148367745,-1141.8260298258076
25,Peru,26.784194317077777,-672.6058663576842
26,Indonesia,50.93331543862009,1053.2176699550726
27,Poland,8.94742076902496,-205.39591533415387
28,Philippines,151.61309207377315,3223.3906142261653
29,Japan,16.839943026491103,-451.2239546250753
30,Pakistan,11.524606147805276,-279.09988604559425
