,countries,rmse,total_error
0,United Kingdom,213.2966641760736,-5316.476131489562
1,Italy,147.1344640822972,-3949.5732411865156
2,Germany,79.98045140717362,944.3018779815084
3,Spain,85.58510125608161,-2009.573076832883
4,US,451.47477798737344,-11610.298889149613
5,France,217.9001045686598,-5452.001428481872
6,Belgium,263.4317237308921,5550.292164630764
7,"Korea, South",1.8102273433622504,38.35339980608262
8,Brazil,293.6836056261424,-6920.435053250648
9,Iran,17.365983466406938,-252.80238205218438
10,Netherlands,54.17817000248717,-1409.9051474097532
11,Canada,105.99989259710418,-2808.0608507857364
12,Turkey,32.2407726806048,-810.5494744059963
13,Romania,13.71741895248361,-357.69766350616237
14,Portugal,5.697600108484245,-42.11594475419338
15,Sweden,58.05785005356508,-1550.5007417232905
16,Switzerland,7.644415629109974,113.9925974060809
17,Ireland,37.07060653736036,-896.7063714547093
18,Hungary,4.428357684517326,52.9050911631212
19,Denmark,2.3854882867764626,-54.29099563534163
20,Austria,6.653588844083002,-124.69021856409805
21,Mexico,70.4046837984416,-1728.4783361562595
22,India,59.897326817670496,1029.5758907874892
23,Ecuador,58.37297292092393,-1107.4855875066055
24,Russia,28.673186453375614,-712.3517472105173
25,Peru,52.05915710669645,-1266.7726967811643
26,Indonesia,12.416955585560595,-296.34551741804347
27,Poland,7.344049892164666,-144.93111499075764
28,Philippines,196.0774281004053,3986.9733166224455
29,Japan,17.145918919367443,-464.51882229832944
30,Pakistan,15.028402563239954,-353.9929311380482
