"","time","country","reported_cases","reported_cases_cumulative","predicted_infections_mean_cumulative","predicted_infections_lower_CI_95_cumulative","predicted_infections_higher_CI_95_cumulative","predicted_infections_mean","predicted_infections_lower_CI_95","predicted_infections_higher_CI_95_cumulative","reported_deaths","reported_deaths_cumulative","estimated_deaths_mean_cumulative","estimated_deaths_lower_CI_95_cumulative","estimated_deaths_higher_CI_95_cumulative","estimated_deaths_mean","estimated_deaths_lower_CI_95","estimated_deaths_higher_CI_95","mean_time_varying_reproduction_number_R(t)","time_varying_reproduction_number_R(t)_lower_CI_95","time_varying_reproduction_number_R(t)_higher_CI_95"
"581",2020-04-18,"Norway",0,6791,24175.146071912,14822.2880498784,36686.2767348178,74.180744974176,20.4484102034254,167.621597461274,0,136,146.266148758063,110.002962435844,191.353828315815,5.97854128625737,4.802693365308,7.33254747607667,0.444116439654396,0.289479799381194,0.6052029304315
"582",2020-04-19,"Norway",193,6984,24242.7325153152,14839.9401318039,36842.7851644253,67.5864434031756,17.6520819254793,156.508429607474,12,148,151.957027581177,114.576336628696,198.338749445932,5.69087882311414,4.57337419285258,6.98492113011676,0.444109795644108,0.289478396707763,0.605185266485801
"583",2020-04-20,"Norway",84,7068,24304.3324256953,14855.2187723093,36989.3368378394,61.5999103800507,15.2786405054104,146.551673414122,6,154,157.356242258271,118.915896859542,204.968916081455,5.39921467709375,4.33956023084516,6.63016663552339,0.444103723502244,0.289477183176605,0.605168732359875
"584",2020-04-21,"Norway",45,7113,24360.49563916,14868.5297750699,37126.6000758381,56.1632134647893,13.3110027605208,137.263237998674,0,154,162.46210874577,122.995730163444,211.262033354867,5.10586648749936,4.07983330390244,6.29311727341201,0.444098172159843,0.289476133281795,0.605153255823374
"585",2020-04-22,"Norway",53,7166,24411.7197594823,14880.0724171933,37254.406174011,51.2241203222349,11.5426421234075,127.806098172918,9,163,167.271446906111,126.805163662202,217.229755939179,4.80933816034022,3.80943349875758,5.96772258431192,0.44409309526708,0.289475224957566,0.60513876925924
"586",2020-04-23,"Norway",84,7250,24458.4552796023,14890.0618386894,37373.9878422745,46.7355201199731,9.98942149609133,119.581668263489,6,169,171.781844770156,130.34671399282,222.853538668925,4.51039786404529,3.54155033061828,5.62378272974561,0.44408845074296,0.289474439113962,0.605125209369648
"587",2020-04-24,"Norway",95,7345,24501.1101854514,14898.7132709706,37485.9509675528,42.654905849119,8.65143228119611,111.963125278325,11,180,176.003138473556,133.628935345506,228.166784070503,4.2212937034002,3.28222135268603,5.31324540157815,0.444084200369353,0.289473759235342,0.605112516900612
"588",2020-04-25,"Norway",63,7408,24540.0540961461,14906.1947128316,37590.9221246665,38.9439106946799,7.48144186101462,104.971157113664,11,191,179.937291268998,136.650370915339,233.161578387076,3.93415279544205,3.0214355698329,4.99479431657367,0.444080309424831,0.289473171033138,0.605100636384079
"589",2020-04-26,"Norway",59,7467,24575.6219886695,14912.6689036746,37688.9291416618,35.5678925234524,6.47419084306485,98.0070169953536,2,193,183.602480339421,139.428480527597,237.861759977195,3.66518907042307,2.77810961225774,4.70018159011825,0.444076746354293,0.289472662145508,0.605089515896405
"590",2020-04-27,"Norway",38,7505,24608.1175499689,14918.2505342891,37780.5853841458,32.4955612993865,5.58163061451179,91.6562424839625,0,193,187.010935505517,141.976348345569,242.285990162765,3.40845516609573,2.54786781797256,4.42423018557015,0.44407348247075,0.289472221877507,0.605079106832193
"591",2020-04-28,"Norway",28,7533,24637.8161948151,14923.0732875431,37866.2419412703,29.6986448462247,4.82275325399185,85.6565571245573,0,193,190.172023488307,144.305406166743,246.45580911597,3.16108798279018,2.32905782117425,4.16981895320574,0.444070491686064,0.289471840976319,0.605069363692511
"592",2020-04-29,"Norway",72,7605,24664.9677837097,14927.2407211203,37946.1400702939,27.1515888945622,4.16743357715962,79.8981290235237,2,195,193.093830645157,146.42242312582,250.370621944653,2.92180715685029,2.11701695907651,3.91481282868265,0.444067750267745,0.289471511436791,0.605060243886595
"593",2020-04-30,"Norway",62,7667,24689.7990715084,14930.8485216498,38020.6767675688,24.8312877986716,3.6078005295099,74.5366972749585,7,202,195.794374177422,148.348934523617,254.057597878537,2.70054353226406,1.92651139779682,3.68697593388433,0.444065236619208,0.289471226333199,0.605051707546181
