,countries,rmse,total_error
0,United Kingdom,98.31738157013082,1015.6194061722854
1,Italy,116.83242532361035,1435.2631220079675
2,Germany,62.86403501299916,-823.5514342973001
3,Spain,53.31616986382772,-518.1908856521377
4,US,260.6785369584185,2875.527583127965
5,France,65.48169964979597,562.1980598862838
6,Belgium,70.98922529394126,901.7073848903096
7,"Korea, South",1.8925777373843728,23.898802258749257
8,Brazil,166.30741123339317,-2027.281548366106
9,Iran,2.535381062416035,25.895837294856847
10,Netherlands,16.475932065250174,-132.05836182071198
11,Canada,108.94955106416941,-1342.5784577728705
12,Turkey,52.84112287315602,626.4097345645005
13,Romania,5.36929532464252,-69.79102850326876
14,Portugal,4.041285064523488,-45.65268852862681
15,Sweden,24.4550338861237,-280.10145980366065
16,Switzerland,6.816705842381947,-93.84691157046097
17,Ireland,25.307297769087484,-322.0043018341998
18,Hungary,7.246984306532136,-95.73005914267202
19,Denmark,2.5019022884544784,-25.050926269628405
20,Austria,7.211066740007009,-88.46714103595185
21,Mexico,86.09232765098449,-944.7872078194108
22,India,49.534367776638696,-599.5578000403586
23,Ecuador,76.79612640553991,-990.98542739886
24,Russia,18.96985246213949,-252.407016924917
25,Peru,52.02552132474623,-683.921670495738
26,Indonesia,7.029242504710757,-78.84157962769345
27,Poland,8.312546430988126,-86.73860897219487
28,Philippines,4.007905101318232,52.33287182338293
29,Japan,8.251130843212398,-84.39850337264329
30,Pakistan,16.63237717935048,-214.17298587294823
