,countries,rmse,total_error
0,United Kingdom,331.9215842202415,3595.7882039635133
1,Italy,22.728751507720233,234.75093417975222
2,Germany,11.481111674667432,-3.9404440511957546
3,Spain,48.38884558519778,614.8473528396635
4,US,156.6208529350916,1436.663253505816
5,France,53.07101570460181,596.0772054092113
6,Belgium,161.90601510353173,1973.0064946010912
7,"Korea, South",1.961512830840227,24.573406680997365
8,Brazil,41.13515825793923,427.7180992652193
9,Iran,15.738097777575467,-203.9223655728988
10,Netherlands,10.37873104644795,110.84348984329426
11,Canada,29.187591315495858,-281.87532755702637
12,Turkey,14.779574034643595,150.19165608568255
13,Romania,8.884542339609672,-114.36272699323575
14,Portugal,2.807201085092076,-28.565153727936377
15,Sweden,10.999255069522484,49.37137146887244
16,Switzerland,17.802789395607725,208.0021724296364
17,Ireland,8.933957155076174,0.2337224509429916
18,Hungary,2.571163026391235,-26.34376794898529
19,Denmark,2.8566733278908316,-30.33218129486272
20,Austria,2.572964677448187,-11.740550219221191
21,Mexico,34.868259187834866,-397.9498210442332
22,India,45.60080764311019,-555.4645742857563
23,Ecuador,77.61397731744806,-1007.7193548883106
24,Russia,32.006560504712844,-416.13944149909844
25,Peru,48.301753110541526,-636.1938988238346
26,Indonesia,9.740019847586705,123.67803889796326
27,Poland,2.96177727159142,2.1663530858293143
28,Philippines,4.424529478268102,-36.90379144516157
29,Japan,5.422328073443653,-54.246293185247026
30,Pakistan,15.134042008922796,-195.61797300191853
